Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),ATTIC:Zone Air Temperature [C](TimeStep),CORE_ZN:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_1:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_2:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_3:Zone Air Temperature [C](TimeStep),PERIMETER_ZN_4:Zone Air Temperature [C](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),ATTIC IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),CORE_ZN IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_1 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_2 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_3 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Heating Energy [J](TimeStep),PERIMETER_ZN_4 IDEAL LOADS AIR SYSTEM:Zone Ideal Loads Zone Total Cooling Energy [J](TimeStep),DistrictCooling:Facility [J](TimeStep),DistrictHeatingWater:Facility [J](TimeStep) 
 11/26  18:00:00,7.8,11.086145196374984,17.69877588975142,19.619964980250224,18.025288085283716,17.438732485203047,18.016947562348594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  19:00:00,7.7,9.058121730436097,17.625263510200494,19.33836295397908,17.8898916850217,17.360546895460566,17.835425453993842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  20:00:00,7.5,7.856807163371703,17.559606535587946,19.156930343025426,17.800182435433374,17.31282414769902,17.734210710630823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  21:00:00,7.4,7.209030930352928,17.51748624299187,19.030936956920957,17.743629695639285,17.287240132266163,17.67638106191645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  22:00:00,7.1,6.326460699932441,17.465958030107693,18.893450256443234,17.667483943219725,17.242562922821925,17.6041183516692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  23:00:00,6.9,5.405103679795616,17.424015783358765,18.78257605268845,17.610342924510302,17.21035683655322,17.55090042214919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/26  24:00:00,6.6,5.513090586603015,17.36157655065731,18.375730308353205,17.306121156086043,16.95235128322247,17.249589888729233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  01:00:00,6.5,4.604711776415024,17.428012438803208,18.6548744548763,17.565560007811612,17.203919409583392,17.51181018627163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  02:00:00,6.3,3.9651983245330875,17.396564139798066,18.530303633688625,17.498562168067686,17.174100236467037,17.445965947380476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  03:00:00,6.2,5.2754006800040285,17.376259780002748,18.285737615572813,17.349050178827156,17.063163207901166,17.300657893629896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  04:00:00,5.6,4.490218114822143,17.304388349740222,18.287035842526222,17.36780279467061,17.102088176162717,17.32485518402947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  05:00:00,5.0,3.480604381527038,17.230102335417808,18.13512681290151,17.26908254212702,17.024564985615633,17.226915596547208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  06:00:00,4.4,2.7687998876260727,17.174808344897574,18.010280084708782,17.195942463698238,16.979273003984773,17.155793496043128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  07:00:00,4.0,2.1421528830140235,21.975222028755894,21.982274771178094,21.974762764305865,21.9724947851163,21.974455610433093,0.0,0.0,14494116.996088097,2.1827872842550278e-9,8037272.330183912,3.8198777474462986e-10,6419929.517039404,6.002665031701326e-10,11857449.918956788,1.418811734765768e-9,6323964.31832581,4.3655745685100555e-10,0.0,47132733.080594 
 11/27  08:00:00,3.5,1.574802057536353,21.998836272564873,21.9991204434775,21.998567495993917,21.998385092707046,21.998540994492235,0.0,0.0,15119851.085662756,0.0,13105382.110390726,0.0,9877767.629986262,8.185452315956354e-10,16699277.533202074,3.2741809263825417e-9,9966402.876286618,8.185452315956354e-10,0.0,64768681.23552844 
 11/27  09:00:00,3.1,2.7061720684063464,21.999984946253658,21.999989324470164,21.999980245088306,21.99997294608819,21.999976033451187,0.0,0.0,11313715.972128645,9.822542779147625e-10,8574510.539356504,9.822542779147625e-10,6160818.903284593,4.911271389573812e-10,12385837.690977355,2.6193447411060333e-9,7370262.168006443,3.2741809263825417e-10,0.0,45805145.27375353 
 11/27  10:00:00,3.7,5.553019828088883,21.99999995085427,21.999999977262238,21.99999993998839,21.999999879634196,21.99999989594843,0.0,0.0,8642877.076627126,2.97652811489322e-10,4355658.7903153235,2.97652811489322e-10,3809757.5594690363,2.2323960861699151e-10,9518384.03557665,1.041784840212627e-9,5577072.449144302,8.185452315956356e-10,0.0,31903749.911132436 
 11/27  11:00:00,4.3,10.159317386319861,21.999999999936914,21.999999999993822,21.99999999993394,21.99999999978146,21.999999999819035,0.0,0.0,7107982.586551621,2.4074859752812805e-10,1129268.386063941,4.814971950562561e-11,2789234.920712767,1.2037429876406402e-10,7955368.306738886,7.703955120900098e-10,4546020.53036879,2.4074859752812805e-10,0.0,23527874.730436005 
 11/27  12:00:00,4.9,13.996858890387024,21.99999999999987,21.999999999999986,21.999999999999847,21.999999999999357,21.999999999999496,0.0,0.0,5981305.289772151,4.092726157978177e-10,1.5347723092418164e-10,1202413.0267952331,3060608.840680405,1.7053025658242404e-10,7002552.874406386,1.3642420526593924e-10,3887702.1930507664,4.774847184307873e-10,1202413.026795233,19932169.197909705 
 11/27  13:00:00,5.3,16.67948660848142,21.999999999999993,21.999999999999993,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,3540160.751221456,9.094947017729282e-11,1.000444171950221e-9,4210176.0504177725,2320936.54276618,1.3642420526593924e-10,5103364.039963443,1.8189894035458565e-10,2692716.0689664297,9.094947017729282e-11,4210176.05041777,13657177.402917508 
 11/27  14:00:00,5.7,17.535840955275688,22.0,21.999999999999996,21.999999999999996,21.999999999999996,22.0,0.0,0.0,4540864.975893697,0.0,5.456968210637569e-10,3693993.6359060844,2774013.7265875526,1.3642420526593924e-10,5814605.34022774,2.7284841053187847e-10,2581126.524892272,1.3642420526593924e-10,3693993.6359060835,15710610.567601262 
 11/27  15:00:00,6.1,16.94738304581979,22.0,22.0,22.0,22.0,22.0,0.0,0.0,3884569.2946302276,0.0,4.092726157978177e-10,2549942.057623644,2414049.148756678,1.3642420526593924e-10,5105861.508552613,0.0,1473310.9236329477,6.821210263296962e-11,2549942.057623644,12877790.875572467 
 11/27  16:00:00,5.2,14.309295825570942,21.999999999999996,22.0,21.999999999999996,22.0,21.999999999999996,0.0,0.0,3930836.6418982297,8.185452315956354e-11,1.944044925039634e-10,701256.587753867,2595153.9163928446,4.092726157978177e-11,5224476.754300099,4.092726157978177e-10,1343527.670101278,1.0231815394945443e-10,701256.5877538668,13093994.98269245 
 11/27  17:00:00,4.2,10.376367431251516,22.0,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,4155695.050435459,1.7540254962763614e-10,1641236.1621447527,1.4616879135636345e-10,2972474.534662754,2.0463630789890883e-10,5645149.040875422,4.67740132340363e-10,2262515.3795943735,1.1693503308509076e-10,0.0,16677070.16771276 
 11/27  18:00:00,3.3,6.821053587548186,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,3076892.0596247236,1.3642420526593924e-10,1939131.5489059729,6.821210263296962e-11,2777102.8495264417,2.0463630789890885e-10,5182055.015869697,1.3642420526593924e-10,2553437.102252363,1.3642420526593924e-10,0.0,15528618.576179199 
 11/27  19:00:00,2.6,4.097845560530677,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999996,0.0,0.0,3226795.517969098,9.094947017729282e-11,2335079.0810706182,4.547473508864641e-11,3025349.6132536097,1.3642420526593924e-10,5497483.657886839,4.547473508864641e-10,2973041.8878714694,1.3642420526593924e-10,0.0,17057749.758051634 
 11/27  20:00:00,1.9,2.2406387638381986,22.0,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,3604015.6860381244,2.923375827127269e-10,3033925.868297587,2.338700661701815e-10,3284307.1659581806,1.7540254962763614e-10,5821892.4378748145,2.338700661701815e-10,3252028.1825595843,5.846751654254538e-11,0.0,18996169.34072829 
 11/27  21:00:00,1.2,0.7187880941014775,22.0,22.0,22.000000000000007,22.0,22.0,0.0,0.0,3618148.992518395,8.185452315956354e-11,3317381.1469789296,3.2741809263825417e-10,3351484.4482614333,8.185452315956354e-11,5872167.288114693,3.2741809263825417e-10,3333573.174186987,1.6370904631912708e-10,0.0,19492755.050060436 
 11/27  22:00:00,0.8,-0.45463357578980146,22.0,22.0,22.0,22.0,22.0,0.0,0.0,3743002.0218376946,0.0,3655657.203057496,2.0463630789890885e-10,3466898.159461014,3.069544618483633e-10,6001344.062452042,2.0463630789890885e-10,3441506.0886352295,3.069544618483633e-10,0.0,20308407.535443474 
 11/27  23:00:00,0.3,-1.4324874922171285,20.123467850518956,20.731875685631408,20.35670976318621,20.29225906486569,20.366676905385887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/27  24:00:00,-0.1,-2.309477436372142,19.334721975396242,20.099810690412607,19.62506261169414,19.540357822627662,19.638985836549676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  01:00:00,-0.1,-2.7520170676391635,19.04842345816754,19.8240050311299,19.284747213770103,19.195547891926292,19.302267326562102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  02:00:00,-0.1,-2.941571106594255,18.77365427861523,19.523532302502055,18.956607085059368,18.874284367209516,18.97613269711652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  03:00:00,-0.1,-3.0035278435875816,18.56014692576138,19.25843862270854,18.687887305989136,18.613163589501987,18.70835780521083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  04:00:00,-0.5,-3.3557079684726148,18.348620407144367,19.025679077548233,18.453832170416277,18.389680739080276,18.47268015903978,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  05:00:00,-1.0,-3.967130262308416,18.148146155950002,18.797080784608,18.232380552852558,18.179492163761186,18.25000299548524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  06:00:00,-1.4,-4.728295381508223,17.98040519776694,18.600094181917505,18.039027308965952,17.997953163883544,18.065226363155922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  07:00:00,-0.7,-4.915364471723124,21.97933198890946,21.984117824283317,21.97844413552935,21.97816316359478,21.9787326249598,0.0,0.0,13170181.665587924,6.296501781504888e-10,8018228.828394231,2.5186007126019555e-10,6405158.886950491,1.2593003563009777e-10,10559444.005959138,8.815102494106843e-10,6310884.9605909735,8.815102494106845e-10,0.0,44463898.347482756 
 11/28  08:00:00,0.1,-4.591854466946099,21.999209907590398,21.999277514369496,21.998908116935244,21.99888505425804,21.998927681918484,0.0,0.0,11226701.451446395,1.6370904631912708e-9,11375794.406704998,0.0,8261077.737263147,1.6370904631912708e-9,13465826.334911026,1.6370904631912708e-9,8207379.061955687,1.6370904631912708e-9,0.0,52536778.992281236 
 11/28  09:00:00,0.8,-2.176917643315307,21.999996257767073,21.99999638633991,21.99999392791047,21.999992644858533,21.999992916317343,0.0,0.0,9582256.466215838,7.275957614183426e-10,8168654.709367925,7.275957614183426e-10,5614020.715867297,3.637978807091713e-10,11050573.854958111,1.6370904631912708e-9,6674449.460768129,9.094947017729282e-10,0.0,41089955.20717729 
 11/28  10:00:00,2.6,2.3503434447863425,21.99999999520756,21.999999996664712,21.99999999213864,21.999999986020548,21.999999986644678,0.0,0.0,7057448.237921312,1.9259887802250244e-10,3941026.78996872,1.9259887802250244e-10,3344728.9060211964,2.4074859752812805e-10,8346572.832136322,9.629943901125122e-11,4956195.431710974,2.4074859752812805e-10,0.0,27645972.197758526 
 11/28  11:00:00,4.5,8.601532974960538,21.999999999997044,21.999999999999623,21.99999999999555,21.999999999986514,21.99999999998752,0.0,0.0,5367089.11174528,2.6044621005315673e-10,741622.4813607894,5.115907697472722e-11,2262516.056701512,1.8603300718082627e-10,6617404.161668138,3.3485941292548727e-10,3820535.162189954,2.6044621005315673e-10,0.0,18809166.973665673 
 11/28  12:00:00,6.3,13.848284871707236,22.0,22.0,21.999999999999996,21.999999999999982,21.999999999999986,0.0,0.0,4070844.1652721483,2.4074859752812805e-10,4.81497195056256e-10,1871494.7017350183,2346533.0123331016,1.6852401826968963e-10,5509656.947849154,4.814971950562561e-11,3059768.028593663,9.629943901125122e-11,1871494.7017350178,14986802.154048067 
 11/28  13:00:00,7.3,17.705073516853652,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999996,0.0,0.0,1910628.3520011131,9.444752672257334e-11,9.444752672257333e-10,5113577.220085079,1675968.6560346799,9.444752672257332e-11,3858820.2043888727,6.296501781504889e-11,2000762.8083834834,1.2593003563009777e-10,5113577.220085076,9446180.02080815 
 11/28  14:00:00,8.2,19.576531091744243,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2567966.641592638,6.821210263296962e-11,1.2278178473934531e-9,4941326.134037414,1945357.1798177036,6.821210263296962e-11,4289069.95860213,2.7284841053187847e-10,1739152.855675432,1.3642420526593924e-10,4941326.134037413,10541546.6356879 
 11/28  15:00:00,9.2,19.22682901575578,22.0,21.999999999999996,22.0,22.0,22.0,0.0,0.0,1847530.3195400625,2.0463630789890885e-10,0.0,3766080.1560614565,1541699.5090221833,1.0231815394945443e-10,3531928.3627077183,0.0,700101.4339572482,0.0,3766080.1560614565,7621259.625227212 
 11/28  16:00:00,8.3,16.892818748748574,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999996,0.0,0.0,2025042.2298136982,4.547473508864641e-11,4.092726157978177e-10,1920590.988175401,1748369.8170900883,0.0,3731305.8340081368,9.094947017729282e-11,569295.3606503195,1.1368683772161603e-11,1920590.9881754003,8074013.241562242 
 11/28  17:00:00,7.5,13.059029396873955,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,2258114.5843124003,5.846751654254538e-11,419694.33282949607,1.827109891954543e-11,2106143.232011687,1.1693503308509076e-10,4142051.5822968283,1.1693503308509076e-10,1461144.5376851954,8.770127481381807e-11,0.0,10387148.269135606 
 11/28  18:00:00,6.6,9.568495167573717,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,2030404.0222570947,1.0231815394945443e-10,1263744.9511667902,3.410605131648481e-11,2295188.8897801023,1.0231815394945443e-10,4319741.715369978,2.0463630789890885e-10,2098785.245128726,1.0231815394945443e-10,0.0,12007864.823702691 
 11/28  19:00:00,5.6,6.595474676678453,21.999999999999996,21.999999999999996,22.0,22.0,21.999999999999996,0.0,0.0,2493847.2127365125,8.185452315956354e-11,1791756.2590329614,1.0231815394945443e-10,2677110.288076631,1.227817847393453e-10,4890690.5630933065,2.455635694786906e-10,2604448.998708614,4.092726157978177e-11,0.0,14457853.321648024 
 11/28  20:00:00,4.6,4.521741654129214,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,2956271.897517993,1.7540254962763614e-10,2531257.8201505765,5.846751654254538e-11,2967868.439062151,2.338700661701815e-10,5279769.716912882,2.338700661701815e-10,2918023.344894175,5.846751654254538e-11,0.0,16653191.218537776 
 11/28  21:00:00,3.6,2.6932306571892375,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,22.0,0.0,0.0,3088585.753411654,5.846751654254538e-11,2874660.282452736,5.846751654254538e-11,3081323.97608806,1.1693503308509076e-10,5416377.788251685,3.508050992552723e-10,3035586.2061724844,1.1693503308509076e-10,0.0,17496534.00637662 
 11/28  22:00:00,2.7,1.0655451857784732,22.0,22.0,22.0,22.000000000000004,22.0,0.0,0.0,3284848.864786583,0.0,3240951.734758037,6.821210263296962e-11,3221817.50652429,3.410605131648481e-10,5592849.0698335925,0.0,3168135.868082852,2.0463630789890885e-10,0.0,18508603.043985352 
 11/28  23:00:00,1.7,-0.49011373438250094,20.24794092243376,20.830923471841597,20.437721766605474,20.37242809849866,20.458408293684172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/28  24:00:00,0.8,-1.9224473849458619,19.49512360523064,20.26026969617685,19.764700741384647,19.678861058211435,19.794081521023045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  01:00:00,0.7,-2.906290142745765,19.20535355422042,19.989660690231176,19.427575148582534,19.33579818771217,19.462674354741367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  02:00:00,0.7,-3.5905639348854197,18.933515774141892,19.70717225828853,19.112677810982884,19.02787931477213,19.150251973525485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  03:00:00,0.6,-4.047908863794144,18.716136913207105,19.457196462465305,18.850164565451813,18.763725829633508,18.889719182053394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  04:00:00,-0.1,-4.55392842187608,18.481726733839583,19.199278612453682,18.59813789155939,18.521679961803457,18.637932231167646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  05:00:00,-0.9,-5.106106084155886,18.257080803432174,18.951413420759845,18.3599040266351,18.292517075405016,18.39963072766988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  06:00:00,-1.6,-5.654934346739667,18.06719085482196,18.735541138916034,18.1461974573075,18.102369157318215,18.193081873760928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  07:00:00,-0.9,-5.821530119157981,21.978358729475577,21.983923356186438,21.97762894368245,21.97727622412883,21.978299236080257,0.0,0.0,12844817.585504193,8.185452315956354e-10,7542538.120508491,2.0463630789890885e-10,6049767.1435521105,2.0463630789890885e-10,10037519.8488121,6.821210263296962e-10,5709684.728386826,3.410605131648481e-10,0.0,42184327.42676371 
 11/29  08:00:00,-0.3,-5.659126946120489,22.0,22.0,22.000000000000004,21.999999999999996,21.999999999999996,0.0,0.0,10893718.193252996,0.0,10898054.25098763,0.0,8040266.372156089,0.0,13125045.736359347,0.0,7943485.821178544,0.0,0.0,50900570.3739346 
 11/29  09:00:00,0.4,-3.0016634305753938,21.999999999999996,21.999999999999996,21.999999999999996,22.0,21.999999999999996,0.0,0.0,9529172.776615437,1.1459633242338896e-9,7953808.196806203,3.2741809263825417e-10,5545059.056081232,1.6370904631912708e-10,10943031.176674131,4.911271389573812e-10,6568292.665061029,5.729816621169448e-10,0.0,40539363.87123803 
 11/29  10:00:00,2.5,2.631531075252994,21.999999999999993,21.999999999999993,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,6918802.434668495,7.795668872339384e-10,3669571.140717945,1.948917218084846e-10,3230626.056747446,1.9489172180848456e-10,8154634.918923677,6.236535097871506e-10,4804152.77007392,7.795668872339384e-11,0.0,26777787.32113148 
 11/29  11:00:00,4.6,10.407776935331308,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,21.99999999999999,0.0,0.0,5177052.380151191,1.51582450295488e-10,143556.6019065072,9.473903143467999e-12,2073942.4113204295,1.0610771520684159e-10,6457910.604378977,1.51582450295488e-10,3685942.960374078,2.880066555614272e-10,0.0,17538404.95813118 
 11/29  12:00:00,6.7,16.8685479471204,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,3769993.9488600185,1.5591337744678769e-10,3.7029427143612075e-10,2572954.6223548763,2115452.924793232,1.5591337744678766e-10,5182980.654601505,2.728484105318784e-10,2810989.024026141,9.744586090424231e-11,2572954.6223548763,13879416.552280895 
 11/29  13:00:00,8.1,21.531901305222075,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,1592221.1022025784,4.092726157978177e-11,1.0368239600211382e-9,5689478.800308247,1424644.9914536378,1.3642420526593924e-10,3475256.0056385235,1.0913936421275139e-10,1723293.6285653287,1.3642420526593924e-11,5689478.800308247,8215415.727860067 
 11/29  14:00:00,9.5,23.649956414515337,22.0,22.0,22.000000000000004,21.999999999999996,22.0,0.0,0.0,1915464.6322355242,1.3642420526593924e-10,1.3642420526593924e-9,5758393.520666242,1533969.3663734864,1.0231815394945443e-10,3630961.449384112,2.0463630789890885e-10,1311326.6243976923,1.0231815394945443e-10,5758393.52066624,8391722.072390813 
 11/29  15:00:00,10.9,22.99136889983653,22.0,22.0,21.999999999999996,22.0,22.0,0.0,0.0,1033292.1453668941,1.3642420526593924e-10,1.6370904631912708e-9,5318138.80179649,1103358.4460431216,6.821210263296962e-11,2850700.7512708837,0.0,77964.64337141078,4.263256414560601e-12,5318138.801796488,5065315.98605231 
 11/29  16:00:00,10.3,20.370606427540288,21.999999999999996,22.0,22.0,22.0,21.999999999999996,0.0,0.0,1070248.0194941242,0.0,1.3096723705530167e-9,3313196.073479455,1207487.38716248,0.0,2893068.839727455,1.6370904631912708e-10,1.5347723092418164e-11,112006.98687202946,3425203.0603514835,5170804.246384058 
 11/29  17:00:00,9.8,16.266602603480464,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,21.999999999999993,0.0,0.0,1156144.8248161122,2.923375827127269e-11,3.069544618483632e-10,860845.2236778418,1475161.580283306,4.3850637406909035e-11,3150975.9771539234,5.846751654254538e-11,624464.7537844547,3.654219783909086e-11,860845.2236778414,6406747.136037796 
 11/29  18:00:00,9.2,12.762827098451337,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,21.999999999999996,0.0,0.0,1436012.1799503444,6.821210263296962e-11,510129.88042396994,2.5579538487363607e-11,1870283.271656178,1.3642420526593924e-10,3691006.3713677144,2.7284841053187847e-10,1603613.8069793137,6.821210263296962e-11,0.0,9111045.51037752 
 11/29  19:00:00,7.8,9.62579043072709,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2106057.684224897,7.44132028723305e-11,1056539.6177624324,3.720660143616525e-11,2340735.1598989516,1.1161980430849576e-10,4415015.563261051,2.97652811489322e-10,2205034.937242033,1.48826405744661e-10,0.0,12123382.962389363 
 11/29  20:00:00,6.3,7.289246454706294,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2622161.677571099,1.0231815394945443e-10,1892918.3131246925,5.1159076974727213e-11,2662854.600854926,1.0231815394945443e-10,4851146.904809981,3.069544618483633e-10,2562902.1726804394,2.5579538487363607e-10,0.0,14591983.669041136 
 11/29  21:00:00,4.9,5.083180208120276,22.0,22.0,22.0,22.0,22.0,0.0,0.0,2808848.337028568,2.0463630789890885e-10,2284685.5118253324,8.071587158627835,2819262.015540161,9.247476942584854,5066262.431329366,16.521686768180643,2734017.5071455427,8.98589956292426,0.0,15713032.976218536 
 11/29  22:00:00,4.6,3.4810333384985954,22.0,22.0,22.000000000000004,22.0,22.0,0.0,0.0,2949784.177134656,1.3642420526593924e-10,2588046.051157033,6.821210263296962e-11,2922505.243499229,2.0463630789890885e-10,5185785.222169657,2.7284841053187847e-10,2831911.000987034,6.821210263296962e-11,0.0,16478031.694947608 
 11/29  23:00:00,4.4,2.2980066700858877,20.43625455289939,21.013026669556226,20.56526157931445,20.478596538002588,20.598856097626253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/29  24:00:00,4.1,1.3047778781087411,19.793130744573972,20.561691249464886,19.98232397518045,19.872324981710666,20.040153364043324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  01:00:00,3.4,0.3211030118279641,19.4896352655866,20.31318585958155,19.661533031451576,19.54316318078142,19.72814681396816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  02:00:00,2.6,-0.6264581060555705,19.193853779496642,20.03366510632717,19.358825556816768,19.24544881972115,19.42856548355495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  03:00:00,1.9,-1.5576574364508269,18.956842486540502,19.78163581743661,19.109157889292366,18.999267174288203,19.174530763398103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  04:00:00,2.2,-2.1093674048507736,18.789715632424713,19.56810535292045,18.89798412333766,18.794247389030122,18.963396884624014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  05:00:00,2.6,-2.375969517205124,18.649984042589793,19.376310871384042,18.71452245627289,18.617006788991947,18.7784490585415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
 11/30  06:00:00,2.9,-2.510947388874407,18.55116614751234,19.23485180500375,18.578745292501452,18.489555532134467,18.64187819971609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0 
